"x","y","z","nObs"
1454047.80012981,3873446.42893017,49807,165
1500347.80012981,3873446.42893017,49808,400
1546647.80012981,3873446.42893017,49809,620
1592947.80012981,3873446.42893017,49810,478
1639247.80012981,3873446.42893017,49811,700
1685547.80012981,3873446.42893017,49812,632
1731847.80012981,3873446.42893017,49813,831
1778147.80012981,3873446.42893017,49814,463
1824447.80012981,3873446.42893017,49815,447
1870747.80012981,3873446.42893017,49816,764
1917047.80012981,3873446.42893017,49817,1844
1963347.80012981,3873446.42893017,49818,1382
2009647.80012981,3873446.42893017,49819,977
2055947.80012981,3873446.42893017,49820,446
2102247.80012981,3873446.42893017,49821,957
2148547.80012981,3873446.42893017,49822,1481
2194847.80012981,3873446.42893017,49823,287
2241147.80012981,3873446.42893017,49824,45
-2435152.19987019,3770446.42893017,50273,2
-2388852.19987019,3770446.42893017,50274,103
-2342552.19987019,3770446.42893017,50275,118
-2296252.19987019,3770446.42893017,50276,74
-2249952.19987019,3770446.42893017,50277,358
-2203652.19987019,3770446.42893017,50278,116
-2157352.19987019,3770446.42893017,50279,48
-2111052.19987019,3770446.42893017,50280,194
-2064752.19987019,3770446.42893017,50281,179
-2018452.19987019,3770446.42893017,50282,129
-1925852.19987019,3770446.42893017,50284,106
-1879552.19987019,3770446.42893017,50285,264
-1833252.19987019,3770446.42893017,50286,31
-1786952.19987019,3770446.42893017,50287,16
-1694352.19987019,3770446.42893017,50289,2
-1555452.19987019,3770446.42893017,50292,44
-1509152.19987019,3770446.42893017,50293,48
-1462852.19987019,3770446.42893017,50294,50
-1416552.19987019,3770446.42893017,50295,64
-1370252.19987019,3770446.42893017,50296,115
-1323952.19987019,3770446.42893017,50297,148
-1277652.19987019,3770446.42893017,50298,65
-1231352.19987019,3770446.42893017,50299,18
-1185052.19987019,3770446.42893017,50300,3
-1138752.19987019,3770446.42893017,50301,27
-1092452.19987019,3770446.42893017,50302,32
-1046152.19987019,3770446.42893017,50303,46
-953552.199870186,3770446.42893017,50305,6
-907252.199870186,3770446.42893017,50306,46
-860952.199870186,3770446.42893017,50307,18
-814652.199870186,3770446.42893017,50308,12
-768352.199870186,3770446.42893017,50309,39
-722052.199870186,3770446.42893017,50310,91
-675752.199870186,3770446.42893017,50311,60
-629452.199870186,3770446.42893017,50312,246
-583152.199870186,3770446.42893017,50313,155
-536852.199870186,3770446.42893017,50314,121
-444252.199870186,3770446.42893017,50316,90
-397952.199870186,3770446.42893017,50317,512
-351652.199870186,3770446.42893017,50318,280
-305352.199870186,3770446.42893017,50319,394
-259052.199870186,3770446.42893017,50320,131
-212752.199870186,3770446.42893017,50321,225
-166452.199870186,3770446.42893017,50322,150
-120152.199870186,3770446.42893017,50323,103
-73852.1998701859,3770446.42893017,50324,292
-27552.1998701859,3770446.42893017,50325,346
18747.8001298141,3770446.42893017,50326,266
65047.8001298141,3770446.42893017,50327,361
111347.800129814,3770446.42893017,50328,345
157647.800129814,3770446.42893017,50329,270
203947.800129814,3770446.42893017,50330,513
250247.800129814,3770446.42893017,50331,324
296547.800129814,3770446.42893017,50332,342
342847.800129814,3770446.42893017,50333,541
389147.800129814,3770446.42893017,50334,441
435447.800129814,3770446.42893017,50335,345
481747.800129814,3770446.42893017,50336,248
528047.800129814,3770446.42893017,50337,208
574347.800129814,3770446.42893017,50338,283
620647.800129814,3770446.42893017,50339,1689
666947.800129814,3770446.42893017,50340,428
713247.800129814,3770446.42893017,50341,427
759547.800129814,3770446.42893017,50342,68
852147.800129814,3770446.42893017,50344,159
898447.800129814,3770446.42893017,50345,53
944747.800129814,3770446.42893017,50346,337
991047.800129814,3770446.42893017,50347,278
1037347.80012981,3770446.42893017,50348,642
1083647.80012981,3770446.42893017,50349,809
1129947.80012981,3770446.42893017,50350,908
1176247.80012981,3770446.42893017,50351,159
1222547.80012981,3770446.42893017,50352,432
1268847.80012981,3770446.42893017,50353,191
1315147.80012981,3770446.42893017,50354,122
1361447.80012981,3770446.42893017,50355,263
1407747.80012981,3770446.42893017,50356,211
1454047.80012981,3770446.42893017,50357,559
1500347.80012981,3770446.42893017,50358,411
1546647.80012981,3770446.42893017,50359,361
1592947.80012981,3770446.42893017,50360,129
1639247.80012981,3770446.42893017,50361,398
1685547.80012981,3770446.42893017,50362,962
1731847.80012981,3770446.42893017,50363,309
1778147.80012981,3770446.42893017,50364,547
1824447.80012981,3770446.42893017,50365,320
1870747.80012981,3770446.42893017,50366,401
1917047.80012981,3770446.42893017,50367,1019
1963347.80012981,3770446.42893017,50368,680
2009647.80012981,3770446.42893017,50369,809
2055947.80012981,3770446.42893017,50370,422
2102247.80012981,3770446.42893017,50371,744
2148547.80012981,3770446.42893017,50372,1834
2194847.80012981,3770446.42893017,50373,541
2241147.80012981,3770446.42893017,50374,292
-2435152.19987019,3667446.42893017,50823,24
-2388852.19987019,3667446.42893017,50824,278
-2342552.19987019,3667446.42893017,50825,130
-2296252.19987019,3667446.42893017,50826,29
-2249952.19987019,3667446.42893017,50827,436
-2203652.19987019,3667446.42893017,50828,223
-2157352.19987019,3667446.42893017,50829,64
-2111052.19987019,3667446.42893017,50830,217
-2018452.19987019,3667446.42893017,50832,109
-1925852.19987019,3667446.42893017,50834,107
-1879552.19987019,3667446.42893017,50835,10
-1833252.19987019,3667446.42893017,50836,19
-1786952.19987019,3667446.42893017,50837,14
-1740652.19987019,3667446.42893017,50838,41
-1694352.19987019,3667446.42893017,50839,45
-1648052.19987019,3667446.42893017,50840,77
-1601752.19987019,3667446.42893017,50841,14
-1555452.19987019,3667446.42893017,50842,20
-1509152.19987019,3667446.42893017,50843,3
-1462852.19987019,3667446.42893017,50844,95
-1416552.19987019,3667446.42893017,50845,11
-1370252.19987019,3667446.42893017,50846,981
-1323952.19987019,3667446.42893017,50847,367
-1277652.19987019,3667446.42893017,50848,125
-1231352.19987019,3667446.42893017,50849,51
-1138752.19987019,3667446.42893017,50851,24
-1092452.19987019,3667446.42893017,50852,23
-907252.199870186,3667446.42893017,50856,49
-860952.199870186,3667446.42893017,50857,4
-814652.199870186,3667446.42893017,50858,56
-768352.199870186,3667446.42893017,50859,69
-722052.199870186,3667446.42893017,50860,35
-675752.199870186,3667446.42893017,50861,77
-629452.199870186,3667446.42893017,50862,204
-583152.199870186,3667446.42893017,50863,127
-536852.199870186,3667446.42893017,50864,61
-490552.199870186,3667446.42893017,50865,139
-444252.199870186,3667446.42893017,50866,159
-397952.199870186,3667446.42893017,50867,85
-351652.199870186,3667446.42893017,50868,292
-305352.199870186,3667446.42893017,50869,247
-259052.199870186,3667446.42893017,50870,134
-212752.199870186,3667446.42893017,50871,227
-166452.199870186,3667446.42893017,50872,169
-120152.199870186,3667446.42893017,50873,160
-73852.1998701859,3667446.42893017,50874,356
-27552.1998701859,3667446.42893017,50875,330
18747.8001298141,3667446.42893017,50876,411
65047.8001298141,3667446.42893017,50877,191
111347.800129814,3667446.42893017,50878,462
157647.800129814,3667446.42893017,50879,275
203947.800129814,3667446.42893017,50880,294
250247.800129814,3667446.42893017,50881,340
296547.800129814,3667446.42893017,50882,243
342847.800129814,3667446.42893017,50883,217
389147.800129814,3667446.42893017,50884,608
435447.800129814,3667446.42893017,50885,381
481747.800129814,3667446.42893017,50886,515
528047.800129814,3667446.42893017,50887,281
574347.800129814,3667446.42893017,50888,184
620647.800129814,3667446.42893017,50889,836
666947.800129814,3667446.42893017,50890,850
713247.800129814,3667446.42893017,50891,1851
759547.800129814,3667446.42893017,50892,438
805847.800129814,3667446.42893017,50893,131
852147.800129814,3667446.42893017,50894,306
898447.800129814,3667446.42893017,50895,424
944747.800129814,3667446.42893017,50896,509
991047.800129814,3667446.42893017,50897,258
1037347.80012981,3667446.42893017,50898,784
1083647.80012981,3667446.42893017,50899,429
1129947.80012981,3667446.42893017,50900,537
1176247.80012981,3667446.42893017,50901,317
1222547.80012981,3667446.42893017,50902,147
1268847.80012981,3667446.42893017,50903,528
1315147.80012981,3667446.42893017,50904,780
1361447.80012981,3667446.42893017,50905,240
1407747.80012981,3667446.42893017,50906,314
1454047.80012981,3667446.42893017,50907,380
1500347.80012981,3667446.42893017,50908,294
1546647.80012981,3667446.42893017,50909,186
1592947.80012981,3667446.42893017,50910,446
1639247.80012981,3667446.42893017,50911,222
1685547.80012981,3667446.42893017,50912,318
1731847.80012981,3667446.42893017,50913,348
1778147.80012981,3667446.42893017,50914,621
1824447.80012981,3667446.42893017,50915,694
1870747.80012981,3667446.42893017,50916,3869
1917047.80012981,3667446.42893017,50917,3209
1963347.80012981,3667446.42893017,50918,1673
2009647.80012981,3667446.42893017,50919,286
2055947.80012981,3667446.42893017,50920,581
2102247.80012981,3667446.42893017,50921,108
-2435152.19987019,3564446.42893017,51373,79
-2388852.19987019,3564446.42893017,51374,244
-2342552.19987019,3564446.42893017,51375,257
-2296252.19987019,3564446.42893017,51376,526
-2249952.19987019,3564446.42893017,51377,355
-2203652.19987019,3564446.42893017,51378,476
-2157352.19987019,3564446.42893017,51379,440
-2111052.19987019,3564446.42893017,51380,265
-2064752.19987019,3564446.42893017,51381,54
-2018452.19987019,3564446.42893017,51382,3
-1972152.19987019,3564446.42893017,51383,13
-1925852.19987019,3564446.42893017,51384,71
-1833252.19987019,3564446.42893017,51386,50
-1786952.19987019,3564446.42893017,51387,3
-1740652.19987019,3564446.42893017,51388,54
-1694352.19987019,3564446.42893017,51389,32
-1648052.19987019,3564446.42893017,51390,1
-1555452.19987019,3564446.42893017,51392,50
-1509152.19987019,3564446.42893017,51393,222
-1462852.19987019,3564446.42893017,51394,131
-1416552.19987019,3564446.42893017,51395,349
-1370252.19987019,3564446.42893017,51396,2030
-1323952.19987019,3564446.42893017,51397,830
-1277652.19987019,3564446.42893017,51398,329
-1231352.19987019,3564446.42893017,51399,255
-1185052.19987019,3564446.42893017,51400,389
-1138752.19987019,3564446.42893017,51401,175
-1092452.19987019,3564446.42893017,51402,12
-1046152.19987019,3564446.42893017,51403,58
-999852.199870186,3564446.42893017,51404,4
-953552.199870186,3564446.42893017,51405,38
-907252.199870186,3564446.42893017,51406,10
-860952.199870186,3564446.42893017,51407,36
-814652.199870186,3564446.42893017,51408,249
-768352.199870186,3564446.42893017,51409,240
-722052.199870186,3564446.42893017,51410,154
-675752.199870186,3564446.42893017,51411,62
-629452.199870186,3564446.42893017,51412,136
-583152.199870186,3564446.42893017,51413,188
-536852.199870186,3564446.42893017,51414,333
-490552.199870186,3564446.42893017,51415,166
-444252.199870186,3564446.42893017,51416,208
-397952.199870186,3564446.42893017,51417,246
-351652.199870186,3564446.42893017,51418,106
-305352.199870186,3564446.42893017,51419,161
-259052.199870186,3564446.42893017,51420,123
-212752.199870186,3564446.42893017,51421,304
-166452.199870186,3564446.42893017,51422,286
-120152.199870186,3564446.42893017,51423,148
-73852.1998701859,3564446.42893017,51424,197
-27552.1998701859,3564446.42893017,51425,272
18747.8001298141,3564446.42893017,51426,568
65047.8001298141,3564446.42893017,51427,297
111347.800129814,3564446.42893017,51428,255
157647.800129814,3564446.42893017,51429,272
203947.800129814,3564446.42893017,51430,631
250247.800129814,3564446.42893017,51431,438
296547.800129814,3564446.42893017,51432,450
342847.800129814,3564446.42893017,51433,530
389147.800129814,3564446.42893017,51434,365
435447.800129814,3564446.42893017,51435,504
481747.800129814,3564446.42893017,51436,87
528047.800129814,3564446.42893017,51437,62
574347.800129814,3564446.42893017,51438,101
620647.800129814,3564446.42893017,51439,142
666947.800129814,3564446.42893017,51440,129
713247.800129814,3564446.42893017,51441,117
759547.800129814,3564446.42893017,51442,489
805847.800129814,3564446.42893017,51443,189
852147.800129814,3564446.42893017,51444,449
898447.800129814,3564446.42893017,51445,315
944747.800129814,3564446.42893017,51446,219
991047.800129814,3564446.42893017,51447,545
1037347.80012981,3564446.42893017,51448,256
1083647.80012981,3564446.42893017,51449,521
1129947.80012981,3564446.42893017,51450,497
1176247.80012981,3564446.42893017,51451,391
1222547.80012981,3564446.42893017,51452,584
1268847.80012981,3564446.42893017,51453,378
1315147.80012981,3564446.42893017,51454,985
1361447.80012981,3564446.42893017,51455,556
1407747.80012981,3564446.42893017,51456,360
1454047.80012981,3564446.42893017,51457,360
1500347.80012981,3564446.42893017,51458,186
1546647.80012981,3564446.42893017,51459,303
1592947.80012981,3564446.42893017,51460,624
1639247.80012981,3564446.42893017,51461,258
1685547.80012981,3564446.42893017,51462,597
1731847.80012981,3564446.42893017,51463,663
1778147.80012981,3564446.42893017,51464,629
1824447.80012981,3564446.42893017,51465,1846
1870747.80012981,3564446.42893017,51466,5635
1917047.80012981,3564446.42893017,51467,5084
1963347.80012981,3564446.42893017,51468,776
-2388852.19987019,3461446.42893017,51924,428
-2342552.19987019,3461446.42893017,51925,734
-2296252.19987019,3461446.42893017,51926,529
-2249952.19987019,3461446.42893017,51927,398
-2203652.19987019,3461446.42893017,51928,480
-2157352.19987019,3461446.42893017,51929,519
-2111052.19987019,3461446.42893017,51930,261
-2064752.19987019,3461446.42893017,51931,141
-2018452.19987019,3461446.42893017,51932,107
-1972152.19987019,3461446.42893017,51933,47
-1925852.19987019,3461446.42893017,51934,1
-1879552.19987019,3461446.42893017,51935,11
-1833252.19987019,3461446.42893017,51936,26
-1786952.19987019,3461446.42893017,51937,12
-1694352.19987019,3461446.42893017,51939,4
-1648052.19987019,3461446.42893017,51940,105
-1601752.19987019,3461446.42893017,51941,22
-1555452.19987019,3461446.42893017,51942,39
-1509152.19987019,3461446.42893017,51943,79
-1462852.19987019,3461446.42893017,51944,208
-1416552.19987019,3461446.42893017,51945,281
-1370252.19987019,3461446.42893017,51946,512
-1323952.19987019,3461446.42893017,51947,154
-1277652.19987019,3461446.42893017,51948,324
-1231352.19987019,3461446.42893017,51949,28
-1185052.19987019,3461446.42893017,51950,21
-1138752.19987019,3461446.42893017,51951,28
-1092452.19987019,3461446.42893017,51952,26
-1046152.19987019,3461446.42893017,51953,109
-999852.199870186,3461446.42893017,51954,54
-953552.199870186,3461446.42893017,51955,26
-907252.199870186,3461446.42893017,51956,35
-860952.199870186,3461446.42893017,51957,56
-814652.199870186,3461446.42893017,51958,290
-768352.199870186,3461446.42893017,51959,781
-722052.199870186,3461446.42893017,51960,97
-675752.199870186,3461446.42893017,51961,83
-629452.199870186,3461446.42893017,51962,43
-583152.199870186,3461446.42893017,51963,2
-536852.199870186,3461446.42893017,51964,260
-490552.199870186,3461446.42893017,51965,335
-444252.199870186,3461446.42893017,51966,81
-397952.199870186,3461446.42893017,51967,85
-351652.199870186,3461446.42893017,51968,143
-305352.199870186,3461446.42893017,51969,80
-259052.199870186,3461446.42893017,51970,213
-212752.199870186,3461446.42893017,51971,139
-166452.199870186,3461446.42893017,51972,191
-120152.199870186,3461446.42893017,51973,139
-73852.1998701859,3461446.42893017,51974,204
-27552.1998701859,3461446.42893017,51975,153
18747.8001298141,3461446.42893017,51976,215
65047.8001298141,3461446.42893017,51977,300
111347.800129814,3461446.42893017,51978,347
157647.800129814,3461446.42893017,51979,210
203947.800129814,3461446.42893017,51980,168
250247.800129814,3461446.42893017,51981,61
296547.800129814,3461446.42893017,51982,167
342847.800129814,3461446.42893017,51983,196
389147.800129814,3461446.42893017,51984,131
435447.800129814,3461446.42893017,51985,121
481747.800129814,3461446.42893017,51986,79
528047.800129814,3461446.42893017,51987,106
574347.800129814,3461446.42893017,51988,292
620647.800129814,3461446.42893017,51989,82
666947.800129814,3461446.42893017,51990,223
713247.800129814,3461446.42893017,51991,485
759547.800129814,3461446.42893017,51992,494
805847.800129814,3461446.42893017,51993,286
852147.800129814,3461446.42893017,51994,208
898447.800129814,3461446.42893017,51995,445
944747.800129814,3461446.42893017,51996,270
991047.800129814,3461446.42893017,51997,168
1037347.80012981,3461446.42893017,51998,417
1083647.80012981,3461446.42893017,51999,528
1129947.80012981,3461446.42893017,52000,498
1176247.80012981,3461446.42893017,52001,477
1222547.80012981,3461446.42893017,52002,395
1268847.80012981,3461446.42893017,52003,478
1315147.80012981,3461446.42893017,52004,413
1361447.80012981,3461446.42893017,52005,297
1407747.80012981,3461446.42893017,52006,426
1454047.80012981,3461446.42893017,52007,333
1500347.80012981,3461446.42893017,52008,627
1546647.80012981,3461446.42893017,52009,438
1592947.80012981,3461446.42893017,52010,540
1639247.80012981,3461446.42893017,52011,610
1685547.80012981,3461446.42893017,52012,1275
1731847.80012981,3461446.42893017,52013,2077
1778147.80012981,3461446.42893017,52014,588
1824447.80012981,3461446.42893017,52015,637
1870747.80012981,3461446.42893017,52016,2552
1917047.80012981,3461446.42893017,52017,8185
2102247.80012981,3461446.42893017,52021,1
5806247.80012981,3461446.42893017,52101,1
-2435152.19987019,3358446.42893017,52473,1
-2388852.19987019,3358446.42893017,52474,21
-2342552.19987019,3358446.42893017,52475,725
-2296252.19987019,3358446.42893017,52476,652
-2249952.19987019,3358446.42893017,52477,480
-2203652.19987019,3358446.42893017,52478,155
-2157352.19987019,3358446.42893017,52479,319
-2111052.19987019,3358446.42893017,52480,328
-2064752.19987019,3358446.42893017,52481,125
-2018452.19987019,3358446.42893017,52482,228
-1972152.19987019,3358446.42893017,52483,35
-1925852.19987019,3358446.42893017,52484,40
-1879552.19987019,3358446.42893017,52485,12
-1833252.19987019,3358446.42893017,52486,91
-1786952.19987019,3358446.42893017,52487,19
-1740652.19987019,3358446.42893017,52488,48
-1694352.19987019,3358446.42893017,52489,40
-1601752.19987019,3358446.42893017,52491,7
-1555452.19987019,3358446.42893017,52492,13
-1509152.19987019,3358446.42893017,52493,88
-1462852.19987019,3358446.42893017,52494,275
-1416552.19987019,3358446.42893017,52495,386
-1370252.19987019,3358446.42893017,52496,165
-1323952.19987019,3358446.42893017,52497,25
-1277652.19987019,3358446.42893017,52498,65
-1231352.19987019,3358446.42893017,52499,124
-1185052.19987019,3358446.42893017,52500,287
-1138752.19987019,3358446.42893017,52501,28
-1092452.19987019,3358446.42893017,52502,129
-1046152.19987019,3358446.42893017,52503,105
-999852.199870186,3358446.42893017,52504,8
-953552.199870186,3358446.42893017,52505,29
-907252.199870186,3358446.42893017,52506,31
-860952.199870186,3358446.42893017,52507,26
-814652.199870186,3358446.42893017,52508,48
-768352.199870186,3358446.42893017,52509,238
-722052.199870186,3358446.42893017,52510,202
-675752.199870186,3358446.42893017,52511,83
-629452.199870186,3358446.42893017,52512,151
-583152.199870186,3358446.42893017,52513,218
-536852.199870186,3358446.42893017,52514,2
-490552.199870186,3358446.42893017,52515,107
-444252.199870186,3358446.42893017,52516,114
-397952.199870186,3358446.42893017,52517,188
-351652.199870186,3358446.42893017,52518,120
-305352.199870186,3358446.42893017,52519,163
-259052.199870186,3358446.42893017,52520,150
-212752.199870186,3358446.42893017,52521,193
-166452.199870186,3358446.42893017,52522,139
-120152.199870186,3358446.42893017,52523,162
-73852.1998701859,3358446.42893017,52524,119
-27552.1998701859,3358446.42893017,52525,402
18747.8001298141,3358446.42893017,52526,204
65047.8001298141,3358446.42893017,52527,517
111347.800129814,3358446.42893017,52528,794
157647.800129814,3358446.42893017,52529,862
203947.800129814,3358446.42893017,52530,247
250247.800129814,3358446.42893017,52531,122
296547.800129814,3358446.42893017,52532,141
342847.800129814,3358446.42893017,52533,459
389147.800129814,3358446.42893017,52534,181
435447.800129814,3358446.42893017,52535,140
481747.800129814,3358446.42893017,52536,362
528047.800129814,3358446.42893017,52537,361
574347.800129814,3358446.42893017,52538,106
620647.800129814,3358446.42893017,52539,175
666947.800129814,3358446.42893017,52540,55
713247.800129814,3358446.42893017,52541,95
759547.800129814,3358446.42893017,52542,51
805847.800129814,3358446.42893017,52543,169
852147.800129814,3358446.42893017,52544,416
898447.800129814,3358446.42893017,52545,832
944747.800129814,3358446.42893017,52546,572
991047.800129814,3358446.42893017,52547,365
1037347.80012981,3358446.42893017,52548,382
1083647.80012981,3358446.42893017,52549,397
1129947.80012981,3358446.42893017,52550,89
1176247.80012981,3358446.42893017,52551,360
1222547.80012981,3358446.42893017,52552,272
1268847.80012981,3358446.42893017,52553,384
1315147.80012981,3358446.42893017,52554,158
1361447.80012981,3358446.42893017,52555,268
1407747.80012981,3358446.42893017,52556,309
1454047.80012981,3358446.42893017,52557,652
1500347.80012981,3358446.42893017,52558,506
1546647.80012981,3358446.42893017,52559,456
1592947.80012981,3358446.42893017,52560,631
1639247.80012981,3358446.42893017,52561,538
1685547.80012981,3358446.42893017,52562,578
1731847.80012981,3358446.42893017,52563,451
1778147.80012981,3358446.42893017,52564,431
1824447.80012981,3358446.42893017,52565,170
1870747.80012981,3358446.42893017,52566,399
1917047.80012981,3358446.42893017,52567,19
2055947.80012981,3358446.42893017,52570,1
-2342552.19987019,3255446.42893017,53025,293
-2296252.19987019,3255446.42893017,53026,152
-2249952.19987019,3255446.42893017,53027,211
-2203652.19987019,3255446.42893017,53028,135
-2157352.19987019,3255446.42893017,53029,41
-2111052.19987019,3255446.42893017,53030,515
-2064752.19987019,3255446.42893017,53031,71
-2018452.19987019,3255446.42893017,53032,148
-1972152.19987019,3255446.42893017,53033,271
-1925852.19987019,3255446.42893017,53034,7
-1879552.19987019,3255446.42893017,53035,55
-1694352.19987019,3255446.42893017,53039,402
-1648052.19987019,3255446.42893017,53040,88
-1601752.19987019,3255446.42893017,53041,538
-1555452.19987019,3255446.42893017,53042,1049
-1509152.19987019,3255446.42893017,53043,759
-1462852.19987019,3255446.42893017,53044,214
-1416552.19987019,3255446.42893017,53045,202
-1370252.19987019,3255446.42893017,53046,360
-1323952.19987019,3255446.42893017,53047,46
-1277652.19987019,3255446.42893017,53048,14
-1231352.19987019,3255446.42893017,53049,107
-1185052.19987019,3255446.42893017,53050,206
-1138752.19987019,3255446.42893017,53051,77
-1092452.19987019,3255446.42893017,53052,60
-1046152.19987019,3255446.42893017,53053,88
-999852.199870186,3255446.42893017,53054,23
-953552.199870186,3255446.42893017,53055,21
-907252.199870186,3255446.42893017,53056,85
-860952.199870186,3255446.42893017,53057,89
-814652.199870186,3255446.42893017,53058,54
-768352.199870186,3255446.42893017,53059,206
-722052.199870186,3255446.42893017,53060,38
-675752.199870186,3255446.42893017,53061,181
-629452.199870186,3255446.42893017,53062,99
-583152.199870186,3255446.42893017,53063,195
-536852.199870186,3255446.42893017,53064,74
-490552.199870186,3255446.42893017,53065,86
-444252.199870186,3255446.42893017,53066,80
-397952.199870186,3255446.42893017,53067,90
-351652.199870186,3255446.42893017,53068,40
-305352.199870186,3255446.42893017,53069,69
-259052.199870186,3255446.42893017,53070,105
-212752.199870186,3255446.42893017,53071,249
-166452.199870186,3255446.42893017,53072,167
-120152.199870186,3255446.42893017,53073,285
-73852.1998701859,3255446.42893017,53074,77
-27552.1998701859,3255446.42893017,53075,151
18747.8001298141,3255446.42893017,53076,193
65047.8001298141,3255446.42893017,53077,349
111347.800129814,3255446.42893017,53078,437
157647.800129814,3255446.42893017,53079,561
203947.800129814,3255446.42893017,53080,117
250247.800129814,3255446.42893017,53081,253
296547.800129814,3255446.42893017,53082,236
342847.800129814,3255446.42893017,53083,228
389147.800129814,3255446.42893017,53084,307
435447.800129814,3255446.42893017,53085,179
481747.800129814,3255446.42893017,53086,253
528047.800129814,3255446.42893017,53087,442
574347.800129814,3255446.42893017,53088,214
620647.800129814,3255446.42893017,53089,344
666947.800129814,3255446.42893017,53090,369
713247.800129814,3255446.42893017,53091,252
759547.800129814,3255446.42893017,53092,266
805847.800129814,3255446.42893017,53093,413
852147.800129814,3255446.42893017,53094,152
898447.800129814,3255446.42893017,53095,391
944747.800129814,3255446.42893017,53096,475
991047.800129814,3255446.42893017,53097,565
1037347.80012981,3255446.42893017,53098,314
1083647.80012981,3255446.42893017,53099,319
1129947.80012981,3255446.42893017,53100,252
1176247.80012981,3255446.42893017,53101,209
1222547.80012981,3255446.42893017,53102,128
1268847.80012981,3255446.42893017,53103,147
1315147.80012981,3255446.42893017,53104,178
1361447.80012981,3255446.42893017,53105,299
1407747.80012981,3255446.42893017,53106,538
1454047.80012981,3255446.42893017,53107,722
1500347.80012981,3255446.42893017,53108,243
1546647.80012981,3255446.42893017,53109,582
1592947.80012981,3255446.42893017,53110,558
1639247.80012981,3255446.42893017,53111,212
1685547.80012981,3255446.42893017,53112,444
1731847.80012981,3255446.42893017,53113,732
1778147.80012981,3255446.42893017,53114,243
1824447.80012981,3255446.42893017,53115,345
1870747.80012981,3255446.42893017,53116,214
-2296252.19987019,3152446.42893017,53576,135
-2249952.19987019,3152446.42893017,53577,100
-2203652.19987019,3152446.42893017,53578,83
-2157352.19987019,3152446.42893017,53579,128
-2111052.19987019,3152446.42893017,53580,40
-2064752.19987019,3152446.42893017,53581,279
-2018452.19987019,3152446.42893017,53582,81
-1972152.19987019,3152446.42893017,53583,90
-1925852.19987019,3152446.42893017,53584,171
-1879552.19987019,3152446.42893017,53585,19
-1833252.19987019,3152446.42893017,53586,308
-1786952.19987019,3152446.42893017,53587,190
-1740652.19987019,3152446.42893017,53588,1562
-1694352.19987019,3152446.42893017,53589,566
-1648052.19987019,3152446.42893017,53590,139
-1601752.19987019,3152446.42893017,53591,75
-1555452.19987019,3152446.42893017,53592,5
-1509152.19987019,3152446.42893017,53593,29
-1462852.19987019,3152446.42893017,53594,21
-1416552.19987019,3152446.42893017,53595,4
-1370252.19987019,3152446.42893017,53596,5
-1231352.19987019,3152446.42893017,53599,21
-1185052.19987019,3152446.42893017,53600,8
-1092452.19987019,3152446.42893017,53602,96
-1046152.19987019,3152446.42893017,53603,21
-999852.199870186,3152446.42893017,53604,73
-953552.199870186,3152446.42893017,53605,79
-907252.199870186,3152446.42893017,53606,63
-860952.199870186,3152446.42893017,53607,102
-814652.199870186,3152446.42893017,53608,29
-768352.199870186,3152446.42893017,53609,166
-722052.199870186,3152446.42893017,53610,160
-675752.199870186,3152446.42893017,53611,88
-629452.199870186,3152446.42893017,53612,255
-583152.199870186,3152446.42893017,53613,424
-536852.199870186,3152446.42893017,53614,2
-490552.199870186,3152446.42893017,53615,180
-444252.199870186,3152446.42893017,53616,161
-397952.199870186,3152446.42893017,53617,157
-351652.199870186,3152446.42893017,53618,218
-305352.199870186,3152446.42893017,53619,476
-259052.199870186,3152446.42893017,53620,145
-212752.199870186,3152446.42893017,53621,275
-166452.199870186,3152446.42893017,53622,385
-120152.199870186,3152446.42893017,53623,203
-73852.1998701859,3152446.42893017,53624,312
-27552.1998701859,3152446.42893017,53625,357
18747.8001298141,3152446.42893017,53626,451
65047.8001298141,3152446.42893017,53627,258
111347.800129814,3152446.42893017,53628,427
157647.800129814,3152446.42893017,53629,465
203947.800129814,3152446.42893017,53630,202
250247.800129814,3152446.42893017,53631,136
296547.800129814,3152446.42893017,53632,294
342847.800129814,3152446.42893017,53633,389
389147.800129814,3152446.42893017,53634,264
435447.800129814,3152446.42893017,53635,310
481747.800129814,3152446.42893017,53636,459
528047.800129814,3152446.42893017,53637,188
574347.800129814,3152446.42893017,53638,178
620647.800129814,3152446.42893017,53639,260
666947.800129814,3152446.42893017,53640,351
713247.800129814,3152446.42893017,53641,238
759547.800129814,3152446.42893017,53642,285
805847.800129814,3152446.42893017,53643,215
852147.800129814,3152446.42893017,53644,302
898447.800129814,3152446.42893017,53645,276
944747.800129814,3152446.42893017,53646,626
991047.800129814,3152446.42893017,53647,859
1037347.80012981,3152446.42893017,53648,417
1083647.80012981,3152446.42893017,53649,299
1129947.80012981,3152446.42893017,53650,312
1176247.80012981,3152446.42893017,53651,349
1222547.80012981,3152446.42893017,53652,322
1268847.80012981,3152446.42893017,53653,428
1315147.80012981,3152446.42893017,53654,512
1361447.80012981,3152446.42893017,53655,395
1407747.80012981,3152446.42893017,53656,607
1454047.80012981,3152446.42893017,53657,375
1500347.80012981,3152446.42893017,53658,574
1546647.80012981,3152446.42893017,53659,519
1592947.80012981,3152446.42893017,53660,1157
